,comments,dateStamp
126,"ैं ् ां ु , ु ् ी ें ा ूँ। ु ् ी ें ी ो ो ा ा ा ा ै। ैं ी ो ूं ो ो ो ा े ा। ैं ी ो ा ूं। ैं े ु ा ै ि ा ें ो ो ा ि ि ै। ु े ु ़ ो ु । ु े ् ी ै ि े े े ा ा ा ी ् े ी ा ा ी े ा ै ा ा ा ै ि ा ें ौ ों ी ं ् ा ् ि ि (+ 5 , 000 ) े ी ुं ी ै। ं े ो े े ा ् े ् ; ै े ो ् ् ि ो ो ो ा े ा ै, ा ी ो ों ो ो े ा ै। ैं ी े ं ा ु ी ा ु ा े ा ो ा ा ु े ो ो ा ु , ो ैं े ी ् ि ् ा ् ा ी ी ् ा े ि ु ा े ों ा ा ी। ैं ा ीं ा ि ी े ीं ि ा ैं ा े े ा ी ा ों े ु ् ा ा ूं। े ु ि ा ् ा े ो ैं। ें ैं े ा ू ी ' ा ा' े ी ी ि ् े ु े ा े ् ा ि ा। ु े ् ी ै ि ् ो ् ि ् ा ा ् ् ा ा ी ें े ू ी ु ि ा ें ो ो ा ी ा ी ो ् ें े। ा े ा िं ी ु ा ा ै ु े ् ा ें ா ் ு ு ் ி ி ் ் ா ் ு ் ி ் ி ் ி ே ். ு ு ் ி ி ு ் ொ ோ ா ் ு ் ு. ா ் ூ ொ ோ ா ி ் ு ் ு ் ி ு ். ா ் ் ோ ு ு ா ி ி ் ே ். ் ி ா ி ் ொ ோ ா ி ு ் ி ் ் ு ே ் ி ் ் ே ். ா ் ி ு ் ு ் ி ே ். ் ெ ் ி ை ் ு ் ் ி ் ி ி ை ் ு ் ி ா ் ை ் ு ி ் ் ு ் ு ி ே ் ் ி ா ி ் ் ு ி ் ் ி ் ை ு ா ை ் ு (+ 5 , 000 ) ெ ு ் ி ு ா ெ ி ி ் ் ு ி ு. ் ெ ் ி ை ு ் ு ் ோ ் ்; ொ ோ ா ி ் ு ் ு ் ி ு ் ் ு ை ி ், ் ி ் ு ் ு ு ி ை ் ொ ு ் ா ு ். ொ ோ ா ி ை ் ு ் ு ு ி ா ி ் ோ ் ு ் ு ் ி ு ி ா ி ி ா ் ை ை ு ி ் ொ ் ி ு ் ே ், ு ோ ெ ி ் ் ு ் ி ை ் ா ு ா ் ி ை ் ா ு ் ு ் ே ீ ் ு ் ி ே ் ா ் ெ ி ே ெ ் ி ் ை, ா ை ு ் ் ி ் ி ் ை ா ் ் ி ா ை ு ் ு ் ி ோ ் ை ு ் ி ு ் ே ி ் ி ே ். ் ் ி ு ் ் ு ் ு ் ா ் ். ா ் ி ு ா ு ் ோ ு ா ் ூ ா ் ' ா ா' ா ் ் ே ் ் ் ் ை ் ி ா ை ே ி ் ை ் ு. ் ி ி ே ் ் ி ் ா ் ி ா ு ் ு ு ா ் ் ு ் ் ு ு ு ் ் ொ ோ ா ோ ை ி ் ா ் ் ு ் ு ி ே ். ் ் ி ொ ி ெ ் ் ு ோ ா ு ் ா ், ் ி ் ு ் I live in , Turkey . There is also the corona case in Turkey . Even I am someone who the corona . I am now . I that the corona in is more difficult . I was very sorry . I hope the press that is giving this news is giving correct information It is that the number of in is approaching (+ 5 , 000 ) per day . The purpose of sending this message ; As someone who the corona , it is to give morale to the people . I used to wash my with soap and disinfectant for twenty when I got corona , I drank a lot of fruit juice and tea to protect my immune system I ' t go out and ' t meet anyone I love and my very much . they are very friendly and lovely people . i watched ' ' by raj when i was a This movie made me love . I hope Supreme Creator will help and destroy this corona disease all over the world . maybe my translation is bad i ' m sorry . . . . . . ُ (+ 5000 ) ً . ؛ ، . ، . ً . . "" "" ً . . ، ben ' da . ' de de korona . ben bile . . ' corona . . bu (+ 5 . 000 )' . bu ; korona hint moral . ben korona zaman , ben ' . . raj ' un ' ' bu film . ' a bu corona yok . ...",2021-05-29T19:30:49Z
127,It ’ s no more concerning than the variant .,2021-05-29T19:26:51Z
128,This will be as the year the white man took an extra mile to up the world because of their never ending greed,2021-05-29T16:00:09Z
129,It is very disappointing to call it variant . It by and everyone who is behind all these deadly in their 🇨🇳 It is completely unacceptable to attach ' s name with this virus Moreover why you don ' t attach the name of any western nation . Make of your news from where it all had and spread all around the globe .,2021-05-29T13:33:25Z
130,If everyone is safe then one is safe . As long as rich will keep the in their and spineless WHO will not regenerate this pandemic will keep on hunting us .,2021-05-29T10:40:30Z
131,Why do you call original covid as ...??,2021-05-29T09:28:45Z
132,"In the last week , as at 29 May 2021 , had a 25 % reduction in and an 8 % reduction in . Global data and falling also , with a 15 % reduction in and a 9 % reduction in . Observe and promote the data not the hysteria !!!",2021-05-29T08:53:46Z
133,Rubbish !!! Show the data that this new variant is more deadly !!! STOP and fear mongering !!! The behaviour of the media is utterly disgraceful .,2021-05-29T08:27:28Z
134,U mean New - virus - 21,2021-05-29T07:58:39Z
135,More !,2021-05-29T07:16:48Z
136,Terrifying No Doubt,2021-05-29T06:27:06Z
137,"Why call it variant ? It was the Kent variant traveling to then returned back to , so it ' s Kent variant U turn ! We never western media naming this virus as virus ?",2021-05-29T05:17:54Z
138,"Can someone tell me , why and are practically immune to this so , so "" dangerous "" virus ??",2021-05-28T18:35:16Z
139,The U . K . is reactive and not so did little to keep it out until it was too late .,2021-05-28T16:02:52Z
140,"this Variant ... stay safe , everyone !",2021-05-28T14:35:48Z
141,Imagine a vaccine so safe you have to be or to take it for a disease so deadly you have to be contact then tested to know you have it .,2021-05-28T14:19:02Z
142,Damn china all this . Now people are talking about other .,2021-05-28T11:15:41Z
143,"Naming a disease with a place where it come from is racist , but this standard was only applied when it come from China . It is to call variant , Variant , South variant ..... what ' s next ??",2021-05-28T10:49:49Z
144,If this virus is natural then it cant be made other .,2021-05-28T09:47:22Z
145,"Why have been a lot of suffering from Covid_19 ?? Have they lost their minimum immunity by taking no , all of junk , and drinking all of & wine , cutting of and filling up the atmosphere with polluted ?????. No neighboring of is as sufferer as like . I request them to change theirs in ways especially on Natural and .",2021-05-28T09:16:08Z
146,is vaccine ?,2021-05-28T08:22:25Z
147,A talking about virus and variant and variant . WHAT THE ?,2021-05-28T08:02:08Z
148,history . This ' t new,2021-05-28T06:52:37Z
149,all that are ran by a right wing government are hit the . US ( Trump era ) Brazil and with right wing in charge . let this be a lesson for,2021-05-28T06:48:37Z
150,anyone how the rich and privileged ' t dying ...,2021-05-28T05:23:14Z
151,already . I ' d rather die than live without my freedom,2021-05-28T05:21:51Z
152,"ु ा ్ ీ ు ా ్ : : 🔴 dead ( of COVID infected , or of other ) in inviting various & at a later date for the future . Burning such Dead ( ां ) is an urgent requirement . 🔴 Electric are to be in all the , and in all the too . 🔴 ా ు ుా ్ ి ె ్ ి ే, ం ం ్ ి ి ్ ా ి ి ్ ు ు ా ం ( ు ా , ా ్ ా ం ె ీ ు ి ్ ు )🔴. ్ ో ్ ం ా ం ే ం ి. ా ు ం ే ం ి ( ్ ్ ి ్ ్ ె ో ి ్ ో ా ు ా ్ ు ే ా ి, ్ ి ే ు ో, ్ ి ు ు ు).",2021-05-28T04:47:33Z
153,The 95 % efficacy great but it is an Absolute Reduction Rate of 1 . 1 % - . 1 % of a million is 10k . Why do they hide this data . Cause for 1 . 1 % and or 0 . 71 % for who would get the shot ? Look it up . The was supposed to release the data but it with Relative Reduction Rate 95 - 94 % efficacy is deceptive at best . THE is what you need to know for Informed Consent .,2021-05-28T02:17:25Z
154,Country Traveling is .,2021-05-28T02:12:22Z
155,This variant of corona is deadly,2021-05-28T01:45:24Z
156,Another wild fire again because again stupidity we already had one wild fire last year .,2021-05-28T01:41:57Z
157,GROUND ALL IN AND OUT BOUND !!!!,2021-05-28T00:17:49Z
158,What ' s sad is that no one us that the variant is in the . If you look it up the variant is here .,2021-05-27T23:25:19Z
159,Hello . We already have 3 today here in . ( South ) So really it indeed ...,2021-05-27T22:52:49Z
160,No worry . Cow dung and can cure any disease . are strong and is rich .,2021-05-27T20:35:19Z
161,Sad that is being hit by this new variant and these world ' t stopping the . will become a strong nation again when get everybody to take these . R . I . P people who from this virus in and will beat this horrible virus that swept the entire world . This virus 100 % man made !!!,2021-05-27T19:26:19Z
162,My state now this and I think we are going to die 😨,2021-05-27T19:11:47Z
163,Great about to find out .,2021-05-27T18:59:18Z
164,It ' s not chi * a virus but it is . Hypocrisy at best .,2021-05-27T17:37:47Z
165,Still no one to even say that china is responsible for all of this .,2021-05-27T17:29:10Z
166,"what if I told you that "" "" are made in and not by .",2021-05-27T17:07:51Z
167,"Yes well the people have to start suing the , for opening up to these dipping , they are well a where of the to the country , plain and simple shut the ( the biggest disability pension )",2021-05-27T14:57:43Z
168,variant,2021-05-27T14:54:59Z
169,You mean the variant of the sickness ?,2021-05-27T13:23:32Z
170,", AND MORE . The are by the "" "", which in reality are not but killing .",2021-05-27T13:20:28Z
171,this is KARMA for the Planet Earth .,2021-05-27T13:12:33Z
172,"Don ' t call it variant , call it type 😡😡😡😡",2021-05-27T11:09:40Z
173,I have seen HAVOC of this in . Within days entire got infected and within week entire residential tower got infected . World should take this seriously especially non .,2021-05-27T10:52:09Z
174,When I get that feeling the health minister it ' s season ..... 🎶,2021-05-27T10:46:11Z
175,What gender is it ?,2021-05-27T10:35:13Z
176,া ী ে ি া ি ে া। ু ু া ে া ে া া ি ।,2021-05-27T10:27:26Z
177,"Everyone brace yourselves , this will eventually spread across the world . This is what when your leader underestimate its mutation .",2021-05-27T09:41:06Z
178,Take the vaccine ...... the variant is very infectious and more deadly among the youngster . You won ’ t die once you take the vaccine l,2021-05-27T09:04:54Z
179,Please research then making news it is not . It is by B . 16,2021-05-27T09:00:18Z
180,"Stop calling it variant , they all are",2021-05-27T08:39:44Z
181,ist .,2021-05-27T08:39:15Z
182,"es Coronavirus_19 . , 1 . , , Welt1 .",2021-05-27T08:37:35Z
183,The media is so powerful . They can instill so much fear and sway opinion by the ... Scary times we live in,2021-05-27T08:03:46Z
184,virus is more dangerous than covid 19 .,2021-05-27T07:57:32Z
185,It does not matter what name you give the Covid virus it ’ s Pneumonia that people combat that with prompt medical attention and people would not need dangerous that have not been tested fully .,2021-05-27T07:06:08Z
186,Please stop name to a variant .,2021-05-27T06:14:40Z
187,variant is very infectious !,2021-05-27T06:02:03Z
188,Variant is very infectious and maybe even !,2021-05-27T05:57:55Z
189,"* In May 2021 * : News documentary about Click in Tech Industry . Now the of AI are silent about AI saving the world with , Intelligent and what not ...",2021-05-27T05:49:55Z
190,"How it can be an Variant or a South variant or a variant , if the origin is well know from China ??",2021-05-27T04:38:11Z
191,If this variant is then please call the virus as .. Else give it a code name .,2021-05-27T04:08:48Z
192,Call it the B1617 variant .,2021-05-27T03:12:48Z
193,Stop calling it the variant please . There is no or any other country variant . It ' s the Corona virus that ' s .,2021-05-27T03:09:12Z
194,Is this is just one big scam to depopulate ?,2021-05-27T00:55:31Z
195,We should call this virus ?,2021-05-27T00:17:29Z
196,The B . 1 617 . 2 is truly a game changer . ❤,2021-05-27T00:08:21Z
197,It ' t exist .,2021-05-26T21:39:45Z
198,New variant is from the shot .,2021-05-26T20:50:03Z
199,"7 : 32 t - shirt , let ' s go !",2021-05-26T20:22:50Z
200,Hey Why do you call it variant off the corona virus ? And why not variant off the virus 🦠 ! If you want to name it by its place of its origin do it correctly .,2021-05-26T20:22:42Z
201,Amen .. god . help . the people ..🙏🙏🙏,2021-05-26T20:00:29Z
202,BUY AND BEAT INFLATION .,2021-05-26T19:54:04Z
203,Speaking through nose and throat may increase of covid infection faster even taken complete dose .,2021-05-26T19:49:46Z
204,This is COVID - 19 mutation that is now spreading in ( NOT variant ),2021-05-26T19:20:52Z
205,"WARNING WARNING WARNING Everyone should be this ..... In every vaccine is an ingredient to help stop growth of bacteria and other from forming in the solution . Over the last 20 the world been getting ( ) which ALUMINUM . Our since the 1960s included a huge amount of food in ALUMINUM .... HOW DOES THIS ALL GO TOGETHER ? OUR HAVE BEEN ALUMINUM FOR . WHY IS THAT IMPORTANT ? as much as 50 % . When ( yes , the THAT WAS IN THE 60s from ), when COMES IN CONTACT WITH ALUMINUM , IT BECOMES DEADLY ! THIS IS HOW THEY ARE KILLING PEOPLE ! They are 2 that are on their own are not deadly , and them inside our where nobody it , and , WE ARE DEAD ! SPREAD THE WORD , INVESTIGATE THIS ON YOUR OWN , IT WILL SAVE YOUR LIFE ! DON ’ T TAKE THE VACCINE !",2021-05-26T19:07:45Z
206,7 : 48,2021-05-26T18:51:16Z
207,Condition is improving . Curve is falling . is densely country . By june ending everything will be . Its time to support each other not to blame each other about . This virus is like keep its spike protein . Every one is accidental .,2021-05-26T18:31:59Z
208,What the heck is happening in China ? How come no second or third wave there ? Why no media ? A mystery which no one to talk ☹️,2021-05-26T17:45:41Z
209,That doctor at the end of this video can only find the bad news about the virus . But he can sure make it good news about the vaccine . I had covid in I still have . I just that after the vaccine you might only have for 6 .,2021-05-26T17:24:26Z
210,"Money Money money , these are going to not stop now",2021-05-26T17:13:14Z
211,People twice with are dying in !!,2021-05-26T17:09:35Z
212,What r u saying do you know about baba Brad can cure Corona ... Vaccine no need ....,2021-05-26T17:03:45Z
213,Baba don ' t need vaccine ... Why he got ... Virus can ' t infect baba ... Vaccine and are hopeless .. They are killing people ... Baba can save the people .... Corona ....,2021-05-26T17:00:09Z
