,comments,dateStamp
24,"As time goes by , all these - will be proven to be the dangerous they are . Total !! Give me the vaccine !!! !! I ’ m somebody for once , because I have the vaccine !!! You all sound like those “ bug ” with . All happy to be on the road to lifelong adverse . !!",2021-05-25T21:20:17Z
25,"model from a blood clot days after ’ s Covid - 19 vaccine . According to media , , 39 , a “ serious thrombotic episode ” on May 14 and to after her first Covid dose on May 6 .",2021-05-25T21:18:06Z
26,That Vaccination Was 2 Fast . I ' Just Keep Getting Tested .,2021-05-25T20:43:51Z
27,More than 3 million people are physical side effects from covid . Stop pushing this poison . And the number of is in the .,2021-05-25T20:34:32Z
28,. please explain this to everyone ! :// . . / watch ? v = - U,2021-05-30T15:54:46Z
29,"Abdominal pain can be a heart attack , often a symptom in . :// . . / - / heart - attack / in - depth / heart - attack - / art - 20047744 :// . heart . / en / health - / heart - attack / warning - - of - a - heart - attack / heart - attack - - in -",2021-05-30T15:48:02Z
30,"Unbelievable . I had the you describe after vaccination . I thought that was strange but thought nothing of it until I just watched your video . And .. no joke but I bought a new pair of running . after the vaccine . but haven ' t used them yet , thankfully ! Thank you for great information .",2021-05-30T14:12:18Z
31,Do you think the you when first Covid and the and the mask protocol will work to prevent Covid in ? :// med300 . / question / can - you - prevent - covid /,2021-05-30T13:49:43Z
32,:// . be / zFS57OJ9VyM,2021-05-30T13:45:08Z
33,say carditis rate are 1 / 2500 in young .,2021-05-30T12:46:46Z
34,"However rare , is this a risk that healthy people should take ? Mass vaccination of a population with an inadequately tested experimental gene therapy is sinister .",2021-05-30T08:31:02Z
35,We are very lucky to have you . I to mention i had tachycardia and when my to start coffee my tachycardia went away !! It would not hurt to go for a little while and see if that also them ??,2021-05-30T08:22:50Z
36,Some explanation to be here :// . . / watch ? v = Sis1Sddzbqk,2021-05-30T08:21:04Z
37,Well about 9 % of people who get the Flu get myocarditis . About . 00001 % get myocarditis from this vaccine ( I may be missing 2 or 3 there ) 1 / 3 or 33 % of C19 result in neurological damage ( the even those with mild ). I just think from a purely standpoint it more sense to get but be aware of potential side effects . Surviving a C19 ' t mean you returned to . It just you ' t die . Even the healthy .,2021-05-30T06:55:51Z
38,have practically zero chance of death due to covid & ' t get a emergency - vaccine . are suing to stop for,2021-05-30T06:28:47Z
39,I so believe in you . But ....... I only love you because I did my homework !! Man ..... God bless !’,2021-05-30T06:12:57Z
40,A virus to run its course unless its . A bacterial infection needs first aid . Sometimes immediately . Those who can catch it !!,2021-05-30T06:08:27Z
41,From what I have learned from the virus it is a respiratory system problem with blood so when you recover from it you will have some health but if you lived through it there is medicine to take to help you out follow the science for real this is not over yet,2021-05-30T05:03:34Z
42,Thank you for your help and guidance always ❤️,2021-05-30T04:57:05Z
43,We have to take care of our definitely after the shot is given,2021-05-30T04:56:05Z
44,It ' s a evil virus and it ' t matter who it,2021-05-30T04:52:30Z
45,My sister got the virus 😷 in a nursing home facility after foot surgery and they were this place to help people and it was close to the hospital but the hospital was fully with the people who had the virus and 23 people had the virus from a worker that came in with the virus So I just to make sure people understand help each other out and get vaccine shot done and save your self and some other people to amen God bless you all always 🙏🙌,2021-05-30T04:51:22Z
46,Sore arm and small head ache and to sleep some but I am alive and I still wearing a mask when I get a in public just to be safe life is a chance get a shot,2021-05-30T04:43:10Z
47,Just die the natural way forget getting the vaccine it ' s a time bomb on your heart I have one more to go before I die it not fun at all,2021-05-30T03:52:34Z
48,🙋🏻‍♀️🙋🏻‍♀️ 41 yr old woman . First shot not . Second shot a 24 of mild fever and . No 2 later . Even had a and nothing up ...,2021-05-30T01:39:05Z
49,.... do not exercise is great advise and I ’ t told .,2021-05-30T01:36:36Z
50,I ’ m pro vaccination but waiting another year to decide on the SARS2 vaccine . Do we have the vaccine for SARS1 yet ?,2021-05-30T01:27:18Z
51,Don ’ t ask reasonable Scientific about . You know that ’ s not .,2021-05-30T01:15:45Z
52,"I really respect your work and . I would like you to explain to me why we would be young and young , who have little to no risk of dying from COVID ? And also I would like you to address the fact that many people who have gotten these have also contracted Covid after the vaccine . Why is this happening and why ’ t we paying attention to that ?",2021-05-30T00:12:38Z
53,I take reducing . Most people have some soft of cardiac inflammation because of their diet .,2021-05-29T23:37:59Z
54,"This nonsense of getting the experimental drug injection to stop People are being used as lab . These so are out to destroy humanity . Our don ’ t care what to us . They sold out on us . These are and possibly killing People . My goodness when is someone going to stop these evil , maybe they ’ t , but demonic who hate ! Why can ’ t . tam , and the other guy be honest with . Too much money on . Enough with your , you should be Fired , and face .",2021-05-29T22:55:22Z
55,any compensation from the to the people who all these side effects ?,2021-05-29T22:16:41Z
56,Holy hell I ' m losing reading this comment section .,2021-05-29T21:38:07Z
57,"Perhaps it might be wiser to primarily vaccinate older people ( or at least people over 35 ), since they ' re more at risk of from COVID , and seem to be less at risk of _at least some_ of the severe side effects of the vaccine .",2021-05-29T21:08:51Z
58,I am a nurse .. never ever of so many side effects from any known vaccine ever The are overwhelming with this Corona Virus vaccine Been giving their for No side effects hardly all Imagine to give this experiment to which is what they are in the US,2021-05-29T20:41:25Z
59,"If your written to then he , you and your may have a long , long wait !",2021-05-29T19:47:44Z
60,Risk all that for a vaccine against something which won ’ t kill you . ?,2021-05-29T19:03:22Z
61,Funny to see worried about their hearts now .🤣🤣🤣 The most obese country in the world where basically live on hot dogs and ’ s they are now worried about a very rare condition a vaccine might pose . Hilarious !! 🤣🤣,2021-05-29T18:53:48Z
62,get van den on show for post vaccine,2021-05-29T18:29:48Z
63,Excellent content . .,2021-05-29T16:41:36Z
64,How about no . Worst case scenario 95 % survival rate from this scam so what do we need to inject poison for ? Oh yeah I know big needs a shot in the arm,2021-05-29T16:29:12Z
65,"I know 10 people that got vaccine , 3 of them got irregular heart , all now on medication for it , shove it up where sun ' t shine .",2021-05-29T16:27:07Z
66,a young woman talk yesterday about how she ' s feeling after her vaccination . She ' s got intermittent chest and exhausted . Her seem similar to be this . She ' s been off by most health care . She ' d not done a Yellow Card but now . Finally she ' s got a doc appointment for blood next week . No one what to people injured . Saw another post where a nurse in A & E hospital said they knew what vaccine people had before they were told . A ambulance man in large Hospital about all the he was in with after getting jabbed . He was told there were of them but none were being to management . Must be an order to hide the severe adverse .,2021-05-29T15:11:06Z
67,Thank you for all the information you share with us .,2021-05-29T15:07:42Z
68,"And data on the been removed ... . “ trust our science , trust our ” 😂🤣. Down - play vaccine side effects and fear monger the virus ? Great science , way to go planet earth . Meanwhile we are from 🙈🙉🙊",2021-05-29T14:25:03Z
69,"Is the international or just for US ? I read that since the is voluntary , only about 1 % of the adverse effects are .. is that the case with the data of 62 out of millions ?",2021-05-29T13:49:42Z
70,"' t vaccine equivalent to ' genetic engineering '? There is no long - term experiential or scientific , data on this type of vaccine . When thinking about ' lab - ' of the virus and how try God , by the unfathomable complexity of nature . it is scary to allow our for such a grand global experiment .",2021-05-29T12:38:05Z
71,16 : 04 There ' s a black hole for and correspondence . A black hole of intellect .🤣,2021-05-29T11:20:01Z
72,"4 : 52 A Potential heart rhythm ventricular fibrillation , That ' s "" cardiac arrest "" by another name . No pulse . If not , death comes very soon . I don ' t understand why doc the word the next sentence . Anything that can cause is not mild . Oh by the way , that drug that shall not be ( ) had the very rare side effect of a kind of ventricular tachycardia that might lead to cardiac arrest . Actually though , the drug prolongation on the , which might lead to chance of this rhythm but in the end , without an overdose there were very few anywhere , ever by this drug according to WHO . Now the shoe is on the other foot and it ' s the vaccine , the are being as usual .",2021-05-29T11:02:37Z
73,"Man hit by a bus after testing positive to Covid 19 ... Maybe he just ' t looking and stepped onto the road ? Maybe he had a medical episode ? Maybe Covid 19 him ? Yep ! Pretty sure it was the Covid 19 , whack that down on his death certificate . Man dead of heart failure 24 after covid 19 vaccine . Maybe he had an undiagnosed condition ? Maybe he over did it ? Maybe it was the covid vaccine ? Yep ! Pretty sure he had an undiagnosed condition , whack that down on the death certificate .",2021-05-29T10:48:03Z
74,"Hello , I would like to share with you that I had long covid last year ( March - 2020 ). I got my first shot of one month ago and had a really strong reaction ( fever , body pain , extreme fatigue , .. Three later I had a relapse exactly like the I had during long covid ( brain fog , weakness , , SOB , and muscle pain ). I got tested just to make sure I have not been re - infected and the result was negative . Here in the ongoing recommendation is to get only one shot of the vaccine if you already had Covid before but my doctor said it was to get the second , however she told me too to get an antibody test so we could decide . My antibody were over 384 , they could not even the exact number as it was above the limit . At the end my decided the best for me ( special case ) was to get the second shot in a couple of . I can imagine that people getting Myocarditis might be as me , an hyper reactive response . I dont know if this information is important or not but I to share it with you . for all your work !!",2021-05-29T10:38:22Z
75,Thanks to your an mind on our behalf ! I ’ m fully by the way with the vaccine .,2021-05-29T08:27:00Z
76,"I ' m an at one of the . I scan nearly 100 a week , most of whom have had the vaccine , I haven ' t come across any post vaccine myocarditis . This complication is rare .",2021-05-29T07:53:07Z
77,You run !! You put me to shame !! I ’ m no where near any marathon !,2021-05-29T07:50:54Z
78,"I ' m not bloody well taking that thing , thank you very much . They can f ** k right off .",2021-05-29T07:26:52Z
79,I took the vaccine . I ' m an 18 year old male . And I got myocarditis two days after my second dose . I took a and it went away,2021-05-29T06:43:03Z
80,"I really to hear now positive you are about these , but you don ’ t seem to learn about the from them and the no - need for these experimental . Look at what you are doing now ! People are already , and after , you start to discuss the !! So these are indeed experimental on people , is my opinion .",2021-05-29T06:26:38Z
81,"This MEDICAL EXPERIMENT ON PEOPLE TO STOP !!!!!! DON ' T TAKE IT !!!! IT ' S A HORRIBLE TECHNOLOGY THAT WE DONT NEED !! I PRAY THAT GOD WILL FORGIVE ALL THOSE WHO PROMOTE AND PUSH IT ON PEOPLE . CLEARLY FROM THIS VIDEO THEY ARE DOING "" STUDY "" ON THIS POISON WHILE GIVING IT TO OF PEOPLE . EVEN DON ' T WANT TO TAKE IT . !!!!!!!!!!!",2021-05-29T06:06:15Z
82,"MY PROBLEM .. DO WE HAVE PEOPLE WHO CAN SPEAK , WHO WE CAN ACTUALLY UNDERSTAND IN THE INVESTIGATION OF THIS DRUG !..??? I HAVE JUST COME TO THE END OF MY PATIENCE WITH IT !! MORE THEN TWO OF THE TIME I CANNOT UNDERSTAND WHAT IS BEING SAID WHY DONT PROPER SPEAKING PEOPLE DO RESEARCH ???",2021-05-29T06:01:53Z
83,"You are incredulous . These are NOT in any shape or fashion . They are a injection ,. They do not prevent infection or give immunity .,** BETTER TO GET THE actual INFECTION AND BE IMMUNE FOE LIFE . You are so and jaded by your big worship . In other , your are a huge waste of time .",2021-05-29T05:31:09Z
84,I ’ had myocarditis after a bad bout of throat and it ’ s no walk in the park I was on strict bed for almost a month .. and it was a while before I felt anywhere normal ...,2021-05-29T04:58:16Z
85,I certainly won ' t be taking this .,2021-05-29T04:17:54Z
86,I ' hold out for all you lab .,2021-05-29T04:03:24Z
87,"Still not getting the jab , I chose to loose 70 instead ... only side affect is I am close shopping a lot 😁 .",2021-05-29T03:55:25Z
88,"I had in 2008 by Pertussis getting into heart together with a secondary infection . Since then I had intermittent and often needing a in hospital to get back to sinus rhythm . 3 cardiac ablation later and a fairly rigid exercise routine , which my heart muscle I very seldom get . The last time was after a heavy cold which got into my chest and then heart and I a . I take 100mg of and 30mg of morning and night to prevent it . About 2 after my first vaccine I got , or it may have been Atrial Flutter . It was very puzzling as none of the usual ( they are principally electromagnetic ) were present . So I took my evening medication at 1 . 00 and lay down but that ' t restore sinus rhythm so at about 4 . 00 I took an extra 90 of . My heart returned to sinus rhythm about half an hour later . Good job I was sitting down because there was a sudden significant drop in blood pressure before the heart beating normally . I haven ' t had any further but I was concerned as to why the at that time . You have now provided the reason and I shall be on the look out for a similar occurrence after I have had my second jab .",2021-05-29T02:44:11Z
89,"Well , 1 / 100 . 000 death by side effects death rate by COVID for young under 30 . Therefore , people under 30 , with no , should not get any jab . Simple .",2021-05-29T02:39:46Z
90,"Unfortunately , it the US is that don ’ t support . I don ’ t feel proper were or are being given to vaccine on how to report adverse . A lack of data certainly their objective . Is there any information for those of us living with ? I am truly the vaccine could trigger an immune response that might be difficult to calm . Thank you !! ☮️",2021-05-29T02:36:36Z
91,it ' s NOT rare when it to YOU !,2021-05-29T02:20:20Z
92,"My father who is 83 is now in the hospital after a few minor at home and a major stroke while at the hospital . His heart rate in the ER got as low as 43 and never higher than 57 , he had no previous condition ' s that would have to this until after he received his second shot . There is no doubt in my mind this vaccine is the cause and my family is now nervously waiting by the phone as he is in the and not in day ' s .",2021-05-29T01:58:02Z
93,I don ’ t think there been any time in the history of the human race that uncertainty and are actually worse than dying from a virus .,2021-05-29T00:10:26Z
94,Most of the time people don ' t have any from .. or covid .. the difference is 100 . 000 . 000 . 000 $ market .,2021-05-28T23:38:31Z
95,A month ago you on of myocarditis in . Now - and you think it ' s correlation not causation ? Take a look at the rest of the world ... You think those people have an energy drink habit ? Or - does the fact it usually 4 days after the shot tell you something ?,2021-05-28T23:25:56Z
96,"My very healthy 23 year old nephew a heart attack and got with pericarditis 4 days after he with . He is a soldier / medical assistant at the army and since he had undergo frequent health he was - quote "" healthy and strong like an "" the army medical used to say . For me personally this health come with the vaccine - there ' s no doubt .",2021-05-28T23:20:58Z
97,After my first shot of at hospital I was shown the door within 5 . No waiting and no advice not to exercise . Worrying given I was walking 1 mile home . Now weary of getting 2nd shot even though I ' m 59 . need to be why there are so many to these . The level of risk might be low but why is there a risk at all ?,2021-05-28T22:30:46Z
98,How about take the vaccine if you want and don ' t take the vaccine if you don ' t want to ? The flu been around forever its still here . Covid will be here LONG after we are gone .,2021-05-28T22:28:54Z
99,Needs to get a bit more radical I ’ m afraid,2021-05-28T22:28:53Z
100,"' Which we ' .' Here ' s links to the official US Guidance on aspiration by the relevant . :// . . / / covid - 19 / / . No . You should not aspirate before giving any vaccine , COVID - 19 . Aspiration can increase pain because of the combined effects of a longer needle - dwelling time in the and shearing action ( ) of the needle . A discussion of vaccine administration best can be found in the “ Vaccine Administration ” chapter of Epidemiology and Prevention of Vaccine - Preventable ( Pink Book ). :// . . / / / / - . Inject Rapidly Without Aspiration Aspiration is not before a vaccine . Aspiration prior to injection and medication slowly are that have not been scientifically . Aspiration was originally for theoretical safety and medication slowly was thought to decrease pain from sudden distention of muscle tissue . Aspiration can increase pain because of the combined effects of a longer needle - dwelling time in the and shearing action ( ) of the needle . There are no of any person being injured because of failure to aspirate . The and within reach of a needle in the anatomic for vaccination are too small to allow an intravenous push of vaccine without blowing out the vessel . A 2007 study from Canada ’ pain response slow injection , aspiration , and slow withdrawal with another group rapid injection , no aspiration , and rapid withdrawal . Based on behavioral and visual pain scales , the group that received the vaccine rapidly without aspiration experienced less pain . No immediate adverse were with either injection technique .",2021-05-28T20:32:07Z
101,it is clear to me that no one really what will happen to people who get these experimental . I would like to know how many pharmaceutical have taken COVID .,2021-05-28T20:12:04Z
102,"I wonder if there is any major blood vessel in the deltoid muscle which could be punctured when a vaccine in the deltoid ? I recently a young ( fresh from the university ) about this , she was definitive when she told me that this cannot happen , major blood run down in the arm - pit region , so no danger to hit them with a needle in the deltoid ... Also when I got my first jab ( m - from ) end of in , I the nurse whether she would aspirate first before pressing on the plunger . She just told me , no , that ' s not our policy ... That was it ! Can anybody comment on the presence of blood in the deltoid which could be targeted ?",2021-05-28T20:11:03Z
103,"i took the - 2nd dose , 4 - days - late , of the 30 - day - requirement , & always have had a ' heart murmur ,' ( at age 24 ), one which i can now , at 64 , feel upon most of the time ... The four - days since my 2nd dose have had their , i must say : 1st day after , had a brief sense of ' not being able to breathe ,' just like the ' covid ,' ( undiagnosed , & untreated , except for acupuncture - cupping , x2 , which it within 3 after a round of full - spectrum - anti - biotic , did nothing ), that i had for a full 8 - , in 2019 ... & 3rd day , after 2nd - , the heart - murmur , was much more noticeable , upon ... JUST TAKE IT EASY , is all i can say . OH , & i also , in 2019 , ' ,' all my water , with neodymium - , 24 - in advance of drinking it ... ! 💜 Thanks for your informative , . ! 💜 :) ( Living Well , is the ' best revenge ,' against the ' ulterior - ,' of life ... - m - m :)",2021-05-28T19:51:15Z
104,Only 6 worth of real world data . They don ' t know anything about this kind of treatment other than it ' s been used for Cancer before . cancer been ? No . I don ' t trust this method just yet . Why not stick with a dead virus like the normal flu shot every year ? They know that method works and been proven . Why switch to a new therapy with no long term data ? I ' stick to eating healthy and topping up on good old natural sunlight and fresh air for now .,2021-05-28T19:43:51Z
105,# human lawyer his story :// . be / Zry94P8DYZQ,2021-05-28T19:39:56Z
106,"@ , web page form for ’ t let click next . Or should I say when I click next nothing … I would image a lot of side effects ’ t being",2021-05-28T19:36:12Z
107,An intramuscular injection of vaccine the rich in blood anyway ... so .,2021-05-28T19:24:44Z
108,"In Finland , they give a note with the vaccination , which that exercise and sauna are fine immediately after the vaccination . In general , the opposite of what they initially say is usually true .",2021-05-28T18:13:13Z
109,Stupid to risk a 40 or 20 or 30 year old life for what ? Most people recover from covid,2021-05-28T18:09:48Z
110,I don ’ t get it how people down play one death ? People from this so why down play one death ?,2021-05-28T18:08:53Z
111,"It ' s sad when so much FACTUAL ( aka DATA ) is being hidden from us . You have to hunt down information . It should be easily and readily available so we all can make an informed decision . For me , a young and healthy person who on my health , I ' m just as much risk for a bad case of covid as with the vaccine . My risk . reward equation is simple .",2021-05-28T17:26:42Z
112,"When two different send a perfectly healthy dad - son pair to the , these clearly have : ( Dad , Lung infarction + "" countless "" , ), ( Son , Brain , ) of . Source : , ( Lawyer ). Genetic disposition ? not impossible . But per that logic , if anyone in the family , the entire family must be auto from these , deal ? The ACE2 involvement these literal that occasionally give ; the reason why not everyone on the distribution of the material and that ' s where the luck factor comes in . Sadly , I ' m hearing about lots of . That like . So I think there are a LOT of people negative . My only Q is - why are they still in use ? And why are they still being by these "" vocal "" and ? I hope the public that not all / think alike . Not at all . But the fear of speaking against the party line = real .",2021-05-28T17:24:57Z
113,"ago , after I did 4 on the same day ( Typhoid / Hep A / Tetanus and ) I happily back home ( Nobody told me NOT to exercise ). Well about 3 later I weird . Had shortness of breath , tachycardia , easily fainting when position i . e from sitting to standing . And this for about a month . I went to see a cardiologist , I took of my blood circulation pressure for 24 . Nothing suspicious was ever found . It the way it , suddenly . I had a relapse a few later . Then it ' s been back to normal . I am now wondering if these could have been possible side effects of vaccination and I am feeling puzzled and worried .",2021-05-28T17:19:42Z
114,Window Puppy . My hero my hero . I love window puppy . She is a fabulous lady since gender identity confusion . 👧 This girl is a . s best friend even if that can ' t tell the 🐕 between girlie - and the male - ego - centered - name - giving crisis . Keep up doc . 🚑 M . . 🇺🇸,2021-05-28T17:15:34Z
115,In my State in the US they are sending to other because of low participation in the shot and now they are talking about ?? Only 38 % got it in my State and the incidence rate is in the and in the single .. With a 99 . 6 survival rate why take it .. not me !!,2021-05-28T16:30:18Z
116,"Once the are out , they should go for mass inoculation .",2021-05-28T16:25:53Z
117,", soon into the fall , the more virulent will force + to be . I have my stash of horse paste , Quercetin , C , D , zinc . But no jab for me ! 🇨🇦",2021-05-28T16:17:34Z
118,"Either the are safe or not according to Column news 1143 people in the have been and over 800 , 000 have had a reaction , why would the CON party allow big to escape liability ? Anyone who any of these vaccine must be responsible for the outcome ?",2021-05-28T15:56:12Z
119,My Father shortly after getting the second . He had but not a doubt in my mind that damn vaccine a part in his death 4 - 19 - 21 .,2021-05-28T15:55:05Z
120,Most people have a better chance hit by lightning then of covid .,2021-05-28T15:32:59Z
121,Good man !,2021-05-28T15:20:55Z
122,:// . . / en - us / health / medical / fact - check - have - 966 - people - - after - - the - covid - vaccine / ar - BB1en6bL,2021-05-28T14:31:40Z
123,:// . . / / CPYr89MD6iT /? utm_medium = copy_link,2021-05-28T14:12:31Z
124,"Let ' s see no prevention , ' t remove societal and a potential of frequent rare effects . I would say it ' s pretty self explanatory",2021-05-28T14:04:25Z
125,Breathing can help get you ’ re breathing under control when you are or out of control when you have infection . # 🙏🏻,2021-05-28T13:38:33Z
126,!,2021-05-28T13:26:53Z
127,""" Few """,2021-05-30T12:34:26Z
128,My son blackout in school yesterday and was unresponsive . He Had an and blood work done and he inflammation around his heart . Please monitor your child carefully .,2021-05-29T14:35:53Z
129,"If there ' s no of myocarditis in unvaccinated , then it ' s the vaccine . It ' s not exactly rocket science .",2021-05-29T04:37:49Z
130,"are in a very low risk group for this virus . and : "" Make your get the vaccine now !"".",2021-05-28T23:29:09Z
131,the media it .,2021-05-26T08:48:29Z
132,❌✅ So let ’ s see here this _ ( ) ( Blindness ) ( enlarged ) ( sterilization ) ( Rash ) ( ) .. So tell Us which ingredient that the say is // so simple is the One That Such different of _Symptoms _ // this really Strange don ’ t you think 🤔 if it ’ s the same ’ t the side effects be the same /// ❓❓❓❓❓❓❓ they are Mad Evil 🔥👺👋😎,2021-05-26T01:36:04Z
133,❌✅ sure hope to never see these _sick ’ O in the wild 😜 cause if they were 💥👈💩 magic touch ❌,2021-05-26T01:14:35Z
134,"Media would just love to cover this up , but YOU will NEVER get these gene into most without a bloody , brains on the ground 2nd Civil War ! There is already a REALIGNMENT of the and map of the U . S . in the works , and we will eventually SEGREGATE from YOU liberal , or YOU will pay the price for the and propaganda that you have been used to spread for your of deception and !",2021-05-25T17:04:38Z
135,We know it ’ s only a few but we don ’ t have ? Well that ’ s that ’ s an oxymoron .,2021-05-25T16:34:44Z
136,Yeah ..... keep sacrificing while you investigate .,2021-05-25T16:17:45Z
137,🤦😢,2021-05-25T15:58:44Z
138,yan para ka di ka din sa mo . vaccine kapa,2021-05-26T04:14:32Z
139,US ? so or J & J di ba .,2021-05-26T00:36:53Z
140,ay agent Cabal ' s para at Agenda ...,2021-05-25T23:39:54Z
141,Heart should prepare for increase incidence of viral myocarditis w / c they will claim as idiopathic not related to vaccine 😡,2021-05-25T21:34:19Z
142,The biggest human trial in human history,2021-05-25T16:33:34Z
143,Every Lie Will Be Revealed ...,2021-05-25T16:09:02Z
144,pa yan sa spinal cord ko .,2021-05-25T15:49:17Z
145,The question what to do after young vaccination encounter this kind of heart inflammation ?,2021-05-25T15:26:25Z
146,that ' s some skillful damage control .,2021-05-29T06:37:55Z
147,These haven ' t been by the and people are taking it . Lab .,2021-05-29T01:19:13Z
148,Recall Jay,2021-05-28T17:00:04Z
149,for no reason without any knowledge of long - term effects ....,2021-05-26T00:27:06Z
150,Go to under covid vaccine look for must read evidence pull up comment . Might just save your life .,2021-05-26T00:24:46Z
151,The Great Reset,2021-05-25T23:27:10Z
152,"18 in alone , after spending time in the hospital , the are being sent home on Heart for 30 days .",2021-05-25T22:58:35Z
153,"This vaccine needs to be STOPPED , until they do a complete full investigation as to why this is happening !",2021-05-25T22:54:29Z
154,"“ They would have with or without the vaccine .” Seemingly healthy young who probably don ' t have health suddenly end up with myocarditis after taking the covid vaccine . Myocarditis is when an infection or virus the body and the heart . The heart then inflamed because of this infection . We all know that the vaccine is supposed to contain a weak or dead version of a virus , however , these covid were rushed and ' t been through proper testing to ensure maximum safety . Now , we ' re finding out people are up with heart disease after taking the vaccine . How is there no link ? Because not enough people have this potentially lethal heart disease yet ?",2021-05-25T21:16:57Z
155,Shut down the vaccine until investigation is complete .,2021-05-25T20:55:41Z
156,Depopulation,2021-05-25T16:51:37Z
157,"These teens are so , it a swollen heart to understand the government is not there to help . I bet the same that have swollen hearts are calling people with vaccine hesitancy all manner of . . You won ’ t get covid . You also won ’ t run and probably ’ t have sex . 😂",2021-05-25T16:03:36Z
158,"Every time we turn around there ' s a new problem with the , yet our employ social pressure to get it .",2021-05-25T12:53:42Z
159,Small number to what ?,2021-05-25T11:26:18Z
160,this is a hard no 😬😬😬,2021-05-25T11:12:04Z
161,“ Rare ” ... sure .,2021-05-25T08:42:01Z
162,"10 - 20 per 100 , 000 . Ask those if this was a good idea ? Let ’ s give all the multiple",2021-05-25T08:23:31Z
163,Well imagine that so let ’ s go jab the also body all the,2021-05-25T08:22:13Z
164,Who could have ? 🙄,2021-05-25T07:49:28Z
165,"Rare rare , multiple is the complete opposite ,",2021-05-25T06:12:59Z
166,"If this was posted on , it would be suppressed .",2021-05-25T06:02:50Z
167,"It ’ s an experimental technology , what do you expect , moron sheep ! Report on the lady by local media that after the vaccine !!",2021-05-25T05:42:28Z
168,They literally said “ it ’ s a good thing this ” because it are it well how is that good ??,2021-05-25T05:32:57Z
169,“ They would have with or without the vaccine .” STOP lying !!,2021-05-25T05:18:02Z
170,Young people do not need this vaccine . Stop pushing it .,2021-05-25T05:16:07Z
171,"I was to get my first dose tomorrow , but now I am to postpone it till this new issue .",2021-05-25T05:13:01Z
172,me sick how stupid people are ! Did they not research what is in the shot ? Satanic must be laughing,2021-05-25T05:06:12Z
173,"Heart failure ( or inflammation as they are calling it here ) is NOT manageable . These are dying from heart failure 24 to 48 after the injection . This is NOT acceptable , the , ALL pharmaceutical . involved , ALL , , , and ALL media need to be brought up on of Against Humanity and tried in , !!!",2021-05-25T04:56:59Z
