,comments,dateStamp
20,"does ethylenediamintetraacetic acid (EDTA) that binds mettles  combined with the spike protein of the covid virus have any effect on the antibodies,,, I was thinking in terms of blood clotting,, Astra Zeneca and J+J ,I hear uses EDTA in their vaccines",2021-05-27T03:26:54Z
21,"Respected Dr been, Salam....hope u will f9....sir I need ur help, my father age 69 year, got second dose of covid 19 vaccination 11 days ago....after getting the vaccine he is suffer from fever from last 10 days and this is on and off fever....I am not confirmed but I think this was sinopharm vaccine.... Bcz he got second dose after 24 day duration.... He has no other comorbidity.... Plz suggest test my father",2021-05-27T03:14:41Z
22,"There are variants of everything, English, Dosa, Convictions and ways to earn money",2021-05-27T03:06:44Z
23,Do you think the presentation software you use will work with the M1 chip?,2021-05-27T02:06:40Z
24,Veedu China vallu tinakunda vadilesina ekaika kukka..,2021-05-28T09:27:38Z
25,Veedu  evadra  babu...eppudu  janala  chavu  korkuntadu...,2021-05-28T08:29:24Z
26,WHO టెడ్రొస్ గాడికి చైనా వాడు ముందే చెప్పినట్లు వున్నాడు. వీడు చైనా కీ,2021-05-26T11:39:12Z
27,WHO is a  failure team,2021-05-25T18:54:50Z
28,Ni mokam lana moda,2021-05-25T15:52:21Z
29,Vadalandi ra prapnchmidiki,2021-05-25T15:52:09Z
30,ఈ మహానుబావుడుని ఎవరు ఎన్నుకున్నారు?😢,2021-05-25T14:10:03Z
31,కచ్చితంగా చెప్పలేక పోతే ఎందుకు చెప్పి భయపెట్టడం?,2021-05-25T14:09:18Z
32,Who china vaadu kalipi inkoka virus kanipetteremo,2021-05-25T13:13:49Z
33,Chaina vadu cheppi vuntadu 😁,2021-05-25T13:11:22Z
34,"Is he informing or warning after these many fatalities?
Why don't they warned in the beginning?",2021-05-25T12:50:55Z
35,donga na kodoka nuv china totthu vi,2021-05-25T12:35:15Z
36,E manishi unnanta varku corona padu anukunta. Ilanti manishini piki pareste kani corona taggademo e bhummida.,2021-05-25T12:19:05Z
37,America has to Remove this WHO wrong person. I think he is playing games with people of the world. And also i think he is currupted with china.,2021-05-25T12:17:08Z
38,WHO ...IS SCHOOL OF ENCOURAGING SUCH A BIO WEAPONS INDIRECTLY,2021-05-25T12:16:23Z
39,"Hary who nev china dogvi,nev chavura",2021-05-25T12:04:47Z
40,"Naku okati ardam kavadam Ledu e W.H.O vallaki corona radha,ante villaki alredy chaina medicine gurunchi chepe untadi.",2021-05-28T03:39:40Z
41,First nuvu chachipora vedhava ...janalni bayapdtaventara,2021-05-26T16:24:48Z
42,Jai anandaiah,2021-05-26T09:44:32Z
43,W h o is playing in corporate game,2021-05-25T19:22:32Z
44,Asalu e WHO avasarama manaki. Em use undi denivalla??,2021-05-25T17:26:27Z
45,Dont worry WHO we have bodhi dharma in Nellore,2021-05-25T17:05:13Z
46,Dayachesi mi channels WHO gurinchi choopinchakandi.,2021-05-25T16:41:42Z
47,Dayachesi mi channels WHO gurinchi choopinchakandi.,2021-05-25T16:41:40Z
48,"నీ మోహము జాపనీస్ కోతి మోహము ఒకే లా ఉన్నాయి ఏంటి...? మనుషులను మనుషులుగా బ్రతకనివ్వకా,మీరు ఆ పందులును పట్టే చైనా నాకొడుకులు కలసి ప్రపంచాన్ని నాశనం చేశారు కదరా.నా కొడకల్లారా మా ఉసురు మీకు తగులుతుంది లేరా.దానికన్నా పచ్చి పెంట తినమని ఆ చైనా నాకొడుకులు చెప్పారా గాడిద.... తు....",2021-05-25T16:32:20Z
49,First vediki new varient yekinchi vaccine veyali,2021-05-25T15:49:06Z
50,వీడికి ఇంక జింపింగ్ గాడికి వైరస్ వచ్చిందనే వార్త కోసం ఎదురుచూస్తున్న,2021-05-25T15:37:38Z
51,Ne moham manda worstman award nike rooooe year,2021-05-25T15:23:42Z
52,Vini champestey pida vodultadi asalu,2021-05-25T15:20:58Z
53,E tedross gadey pedda @virus gadu,2021-05-25T15:12:40Z
54,Mundu veedini teseyali,2021-05-25T15:07:06Z
55,Musukoni lurchomanu,2021-05-25T15:00:38Z
56,"నీకు అంత క్లారిటీగా ఎలా తెలుసు చైనా చేసిన తప్పుని సర్ది చెప్పి మరి ఇప్పుడు కొత్త వైరస్ వస్తుంది అని చెపుతున్నావా నీవు సిగ్గు ఉందా లేదా
నీకు తెలుసు చైనా వాళ్ళు ఇంకో వైరస్ మనమీద ప్రయోగిస్తారు అని అందుకే చెప్తున్నావా చి వెదవ బతుకు",2021-05-25T15:00:12Z
57,Vakka manchi mata radha ra ne noti nundi,2021-05-25T13:50:35Z
58,"It's seems he know how many types of carona, he should give full information to World about carona. Tedros know about carona.",2021-05-25T13:49:18Z
59,All Government medicine company make money so helping they make like helping and taking the people that is medical and Science,2021-05-25T13:28:24Z
60,Aite Malli Edo plan vesaru WHO and China kalisi  kabatti eesAri world anta jagrattaga undandi,2021-05-25T13:27:16Z
61,Carporat Tasker..,2021-05-25T13:24:53Z
62,Munddu pedda dhonga vidu,2021-05-25T13:20:48Z
63,"WHO is fully corrupt with pharma mafia..being WHO,he still creates panic than giving confidence
All this people are Kaliyuga devils on earth",2021-05-25T13:14:57Z
64,Enakoduku never allows to live peacefully.,2021-05-25T12:59:02Z
65,విడికి ఎం తెలియదు....,2021-05-25T12:45:01Z
66,"Inka yenni రోగాలు వస్తాయి, ప్రపంచం అంతం అవుతుంది లే",2021-05-25T12:42:57Z
67,Nuvvu pothe baguntundi,2021-05-25T12:38:21Z
68,Arey china ku poyi ela vachindo correct ga investigation cheyi ra lucha koduka.,2021-05-25T12:36:54Z
69,Ante maro 5yearsku maro virus  vadulutarannamata,2021-05-25T12:36:42Z
70,"అరే ఏంట్రా ఇదీ,😢😢😢",2021-05-25T12:14:28Z
71,WHO waste,2021-05-25T12:13:44Z
72,Ee lanja koduku savalli first,2021-05-25T11:56:11Z
73,Weast fellow,2021-05-25T11:54:31Z
74,Video ka show dikha do,2021-05-25T11:50:57Z
75,"Veedu plus china kslisi mana prapanchanni bathakaniyaru
China ki hint isthundu kotha virus cheymani",2021-05-25T11:47:39Z
76,New variant neku vastadi,2021-05-25T11:37:09Z
77,వీడే పెద్ద దొంగ యాదవ,2021-05-25T11:36:09Z
78,ఈయన ఎప్పుడూ పాజిటివ్ గా మాట్లాడార,2021-05-25T11:33:03Z
79,waste WHO this is who big miss take covid-19,2021-05-25T11:33:00Z
80,"How long Modi is there ,we will not get vaccination.  Either he is listening to the medical people or he is allowing other countries to help the country.",2021-05-25T11:31:07Z
81,Anandaiah madda gudasandi poi,2021-05-25T11:31:00Z
82,Pondra moddagallara,2021-05-25T11:29:48Z
83,"If Modi leaves the PM post  ,Corona will also leave the country.",2021-05-25T11:28:25Z
84,Pls check his Bank account details..,2021-05-25T11:28:05Z
85,Vedyaa doonga,2021-05-25T11:27:27Z
86,మీరు మమనుషులను మనశాంతిగా బ్రతకనీయరా ఇలాగె భయపెట్టి చంపేస్తారా,2021-05-25T11:27:11Z
87,ee who ne china tho kalisi aa virus nu kanipette panilo undemo,2021-05-25T11:26:00Z
88,"ప్రపంచ ఆరోగ్య సంస్థ ఒక బోగస్ , అది ఒక చైనా తొత్తు",2021-05-25T11:25:38Z
89,మొత్తానికి భయపెట్టి గ్లోబల్ హాస్పిటల్ ఫార్మా కంపెనీలు ఉన్న ఇమునునిటీ వ్యాధినిరోధక శక్తి నీ ఈ లాంటి స్టేట్మెంట్స్ తో 100 %ఉన్న వ్యాధినిరోధక శక్తి సగానికి తగ్గి చనిపోయిన వాళ్ళు ఎక్కువ మంది వున్నారు,2021-05-25T11:25:34Z
90,First veedu pothe bagunnu,2021-05-25T11:24:18Z
91,అరేయ్ చంపితే ఒకేసారి చంపేయండి రా.  ఇలా భయపెట్టి చంపకండి ఎదవల్లారా,2021-05-25T11:24:09Z
92,Veedu voka China agent,2021-05-25T11:23:49Z
93,Elanjana  koduku  champithey corana leykunda  pothadi,2021-05-25T11:22:58Z
94,Who ki telusu .wadu chyna doga na koduku.,2021-05-25T11:22:46Z
95,అసలు దీనికి అంతటికీ వీడే కారణం జఫ్ఫా గాడు ఇప్పుడు సోది చెప్తున్నారు కర్రీ నా ........గాడు,2021-05-25T11:20:58Z
96,chetta fellow you could have saved millions of lives...Chinese agent,2021-05-25T11:18:52Z
97,Ee vairus lu anni technology tho puttukostunnave manishi abhivruddi perutho tananu thanu naasanam chesukuntunnadu,2021-05-25T11:18:35Z
98,China dog,2021-05-25T11:14:31Z
99,WHO ke ela telusu?,2021-05-25T11:12:35Z
100,మాకు అనందయ్య మందు ఉంది,2021-05-25T11:12:22Z
101,WHO president ku anni thelusu.first veeni champali.appudey prapancham bagupaduthadi,2021-05-25T11:12:21Z
102,"WHO  DG is  talking like a novice and his views give no direction to carona patients, except fear psychosis",2021-05-25T11:07:00Z
103,వీడు మాస్క్ కట్టుకోవడం ఒక్కసారి కూడా చూడలేదు.. వీడే తయారు చేసి వదిలాడు ..,2021-05-25T11:06:31Z
104,WHO కొత్త వైరస్ లు కనిపెట్టే పనిలో ఉన్నట్టుంది !!!!! Who is WHO ? Weather it is for world health safety or for giving advises to China ?,2021-05-25T11:06:24Z
105,ఏ రా తెట్రస్ గా నీకు ఇప్పుడు తెలిసిందా.బొడిగా చైనా గాడితో చేతులు కలిపి ప్రపంచాన్ని నాశనం చేసి ఇప్పుడు సోది చెప్తున్నవా,2021-05-25T11:03:23Z
106,నువ్వు నేను అందరం ఒకేసారి కట్టగట్టుకోని పొదాం భూబారం పోతుంది,2021-05-25T11:01:39Z
107,Cheda nakodukini teseyandi,2021-05-25T11:00:17Z
108,China agent,2021-05-25T10:59:59Z
109,Me noti nunchi okkati kuda positive GA rada apudu virus vastadi potaru antaru,2021-05-25T10:59:52Z
110,"అందుకే ప్రతి రోజు యోగా చేయి ( increases lung capacity and Immunity )
మితంగా రోజుకి రెండు పూట్లు మాత్రమే తిను ( fasting increases immunity , proven )
మాంసాహారం పూర్తిగా మరి ( Heavy food decreases immunity )",2021-05-25T10:55:41Z
111,Caina who 2 van epromint wairas srang,2021-05-25T10:54:34Z
112,Anandayya mandu vundi,2021-05-25T10:50:55Z
113,Then what are you doing as a WHO.,2021-05-25T10:50:25Z
114,Final wave epppudata..peeda pothadi......,2021-05-25T10:48:50Z
115,Meeru pikinika undi,2021-05-25T10:48:30Z
116,China health organization,2021-05-25T10:46:47Z
117,Nee batuku cheda..ante china vanito kalisi enko virus odulutav anamata.,2021-05-25T10:46:08Z
118,West fellow lofffff3eeeeeerrrrrrrr,2021-05-25T10:46:03Z
119,Chaina dogs,2021-05-25T10:44:09Z
120,Cho not who,2021-05-25T10:43:59Z
121,Veedu Oka China agent,2021-05-25T10:43:11Z
122,"More people have died from these ""vaccines"" than all other real vaccines combined in the last 2 decades.",2021-05-25T13:26:19Z
123,"As always, we'd love to include your questions in our upcoming shows! What would you like to know about the coronavirus pandemic? #askDerrick",2021-05-24T15:10:26Z
124,India Deliberately Spread the IndianVirus to the World !!,2021-05-30T14:02:24Z
125,The Indian Virus is getting the dominanz Variante in UK. I hope the british and Indian Virus will be mixed and come over to Europe.,2021-05-30T13:20:55Z
126,Vietnam variant has also come which is deadlier than Indian,2021-05-30T09:43:58Z
127,Oh look more scaremongering tactics by the government to get the sheep to take the vaccine thats gonna make them blind and deaf within the next 5 years lmao!,2021-05-30T08:51:06Z
128,No need more decorations. Its a Chinese man made virus.,2021-05-30T08:43:23Z
129,The more we vaxx the worse it gets for everyone.,2021-05-30T08:26:18Z
130,Oh you mean the ‘Indian’ variant is more dangerous than the original ‘xyz’ corona virus?,2021-05-30T02:19:23Z
131,"throwing thousands of corona dead bodies in Indian rivers, or burying them in shallow sand, and the rainy season coming to India, what hellish monster mutations can it produce..?

one scary thought..",2021-05-30T00:18:35Z
132,"only two countries have the type A mother strain...guess who, the two loudest mouthed accusers of China---Australia and the US.

the other, B, C,D and E strains could onlu have mutated from or descended from the A strain.

only either of the two is the virus' origin",2021-05-30T00:15:00Z
133,the Indian strain of the virus is as toxic and lethal as its prime minister is crazy..the most dangerous of all,2021-05-30T00:10:55Z
134,Made in China,2021-05-29T21:38:08Z
135,"I suprise 🙄 why World is still bearing with china even after it is the root cause of soo many lost lives of innocent people . It has launched bio-war/ intentionally spread virus which led to pandemic  and many have lost their loved ones due to china and don't you think it is right time to counter them and see that there shall not be any other person who dares to do again in their life. Why people are still silent? Don't you love your loved once ? Think of the people whose both parents are killed,a newly wedded bride who is pregnent lost her husband,and in numerous cases people lost their every thing and their loved ones, these cowards even killed innocent monks who never think of harming others & now whome else you are waiting for be the next ? I urge you all act against these culprits now or it could also happen to you just like innocent Tibetians, and other commeners 🙏🙏🙏 Jai Hind. World shall unite against them.",2021-05-29T20:49:43Z
136,Why who not approved Amy vacin s I don't know,2021-05-29T20:06:54Z
137,"मैं इस्तांबुल, तुर्की में रहता हूँ। तुर्की में भी कोरोना का मामला है। मैं भी कोई हूं जो कोरोना से बच गया। मैं अब ठीक हो गया हूं। मैंने सुना है कि भारत में कोरोना अधिक कठिन है। मुझे बहुत अफ़सोस हुआ। मुझे उम्मीद है कि ये खबर देने वाला भारतीय प्रेस सटीक जानकारी दे रहा है यह बताया गया है कि भारत में मौतों की संख्या प्रति दिन (+5,000) के करीब पहुंच रही है। इस संदेश को भेजने का उद्देश्य; जैसे कोई व्यक्ति जो कोरोना से बच गया है, वह भारतीय लोगों को मनोबल देना है। मैं बीस सेकंड तक साबुन और कीटाणुनाशक से हाथ धोता था जब मुझे कोरोना हुआ, तो मैंने अपनी प्रतिरक्षा प्रणाली की रक्षा के लिए बहुत सारे फलों का रस और चाय पी। मैं बाहर नहीं गया और किसी से नहीं मिला मैं भारत से और अपने भारतीय भाइयों से बहुत प्यार करता हूं। वे बहुत मिलनसार और प्यारे लोग हैं। बचपन में मैंने राज कपूर की 'आवारा' देखी थी इस फिल्म ने मुझे भारत से प्यार किया। मुझे उम्मीद है कि सर्वोच्च निर्माता ब्रह्मा भारत की मदद करेंगे और पूरी दुनिया में इस कोरोना बीमारी को नष्ट कर देंगे। शायद मेरा हिंदी अनुवाद खराब है मुझे क्षमा करें

நான் துருக்கியின் இஸ்தான்புல்லில் வசிக்கிறேன். துருக்கியிலும் கொரோனா வழக்கு உள்ளது. நான் கூட கொரோனாவில் இருந்து தப்பிய ஒருவர். நான் இப்போது குணமாகிவிட்டேன். இந்தியாவில் கொரோனா மிகவும் கடினம் என்று கேள்விப்பட்டேன். நான் மிகவும் வருந்தினேன். இந்த செய்திகளை வழங்கும் இந்திய பத்திரிகைகள் துல்லியமான தகவல்களைத் தருகின்றன என்று நம்புகிறேன் இந்தியாவில் இறப்புகளின் எண்ணிக்கை ஒரு நாளைக்கு (+5,000) நெருங்கி வருவதாக தெரிவிக்கப்படுகிறது. இந்த செய்தியை அனுப்புவதன் நோக்கம்; கொரோனாவில் இருந்து தப்பிய ஒருவர் என்ற முறையில், இந்திய மக்களுக்கு மன உறுதியைக் கொடுப்பதாகும். கொரோனா கிடைத்ததும் இருபது விநாடிகள் சோப்பு மற்றும் கிருமிநாசினியால் கைகளை கழுவிக்கொண்டிருந்தேன், எனது நோயெதிர்ப்பு சக்தியைப் பாதுகாக்க நிறைய பழச்சாறு மற்றும் தேநீர் அருந்தினேன் நான் வெளியே செல்லவில்லை, யாரையும் சந்திக்கவில்லை நான் இந்தியாவையும் எனது இந்திய சகோதரர்களையும் மிகவும் நேசிக்கிறேன். அவர்கள் மிகவும் நட்பு மற்றும் அழகான மக்கள். நான் சிறுவனாக இருந்தபோது ராஜ் கபூரால் 'அவாரா' பார்த்தேன் இந்த படம் என்னை இந்தியாவை நேசிக்க வைத்தது. உச்ச கிரியேட்டர் பிரம்மா இந்தியாவுக்கு உதவுவார் மற்றும் உலகம் முழுவதும் இந்த கொரோனா நோயை அழிப்பார் என்று நம்புகிறேன். என் இந்தி மொழிபெயர்ப்பு மோசமாக இருக்கலாம், மன்னிக்கவும்


I live in Istanbul, Turkey. There is also the corona case in Turkey. Even I am someone who survived the corona. I am healed now. I heard that the corona in India is more difficult. I was very sorry. I hope the indian press that is giving this news is giving correct information It is reported that the number of deaths in India is approaching (+5,000) per day. The purpose of sending this message; As someone who has survived the corona, it is to give morale to the Indian people. I used to wash my hands with soap and disinfectant for twenty seconds when I got corona, I drank a lot of fruit juice and tea to protect my immune system I didn't go out and didn't meet anyone I love India and my Indian brothers very much. they are very friendly and lovely people. i watched 'awara' by raj kapoor when i was a kid This movie made me love India. I hope Supreme Creator Brahma will help India and destroy this corona disease all over the world. maybe my hindi translation is bad i'm sorry

انا اعيش في اسطنبول تركيا. هناك أيضا حالة الكورونا في تركيا. حتى أنا شخص نجا من كورونا. أنا شفيت الآن. سمعت أن الهالة في الهند أكثر صعوبة. حزنت جدا. آمل أن تعطي الصحافة الهندية هذه الأنباء معلومات دقيقة يُذكر أن عدد الوفيات في الهند يقترب من (+5000) يوميًا. الغرض من إرسال هذه الرسالة ؛ كشخص نجا من الكورونا ، فإن ذلك يهدف إلى رفع الروح المعنوية للشعب الهندي. اعتدت أن أغسل يدي بالصابون والمطهر لمدة عشرين ثانية عندما أصبت بالكورونا ، شربت الكثير من عصير الفاكهة والشاي لحماية جهاز المناعة. لم أخرج ولم أقابل أحداً أنا أحب الهند وإخوتي الهنود كثيرا. إنهم أناس ودودون وجميلون للغاية. شاهدت ""عوارا"" لراج كابور عندما كنت طفلاً هذا الفيلم جعلني أحب الهند. آمل أن يساعد الخالق الأسمى براهما الهند في القضاء على مرض كورونا في جميع أنحاء العالم. ربما تكون ترجمتي الهندية سيئة ، أنا آسف

ben Türkiye istanbul'da yaşıyorum. Türkiye'de de korona olayı var. ben bile koronayı atlatmış birisiyim. şuanda iyileştim.
duydumki Hindistan'daki corona daha zormuş. çok üzüldüm. umarım bu haberleri veren hindistan basını doğru bilgiler veriyordur
hindistandaki ölüm sayısının günlük (+5.000)'lere yaklaştığı haber veriliyor.
bu mesajı göndermemdeki amaç; korona atlatmış birisi olarak hint halkına manevi moral vermektir.
ben korona olduğum zaman ellerimi  sabunla ve dezenfektan ile yirmi saniye yıkardım, bağışıklık sistemimi korumak için bol bol meyva suyu ve çay içtim
dışarı çıkmadım ve kimseyle görüşmedim
ben hindistan'ı ve hintli kardeşlerimi çok severim.
onlar çok sıcakkanlı sevimli insanlardır.
küçüklüğümde raj kapoor'un 'awara' filmini seyretmişdim
bu film hindistanı sevmeme neden olmuştu.
umarımki Yüce Yaratıcı Brahma Hindistan'a yardım eder ve bu corona hastalığını tüm dünyada yok eder.
belki benim hintçe çevirim kötü olduysa özür dilerim...",2021-05-29T19:30:49Z
138,It’s no more concerning than the UK variant.,2021-05-29T19:26:51Z
139,This will be remembered as the year the white man took an extra mile to completed fuxk up the world because of their never ending greed,2021-05-29T16:00:09Z
140,It is very disappointing to call it Indian variant. It has developed by others and everyone knows who is behind devolving all these kinds deadly viruses in their labs 🇨🇳  It is completely unacceptable to attach India's name with this virus Moreover why you don't attach the name of any western nation. Make TITLES of your  news from where it all had started and spread all around the globe.,2021-05-29T13:33:25Z
141,If everyone is safe then one is safe. As long as rich countries will keep the vaccines in their pockets and spineless WHO will not regenerate Covax this pandemic will keep on hunting us.,2021-05-29T10:40:30Z
142,Why do you guys call original covid as Chinese varient...??,2021-05-29T09:28:45Z
143,"In the last week, as at 29 May 2021,  India has had a 25% reduction in cases and an 8% reduction in deaths.  Global data shows cases and deaths falling also, with a 15% reduction in cases and a 9% reduction in deaths. Observe and promote the data not the hysteria !!!",2021-05-29T08:53:46Z
144,Rubbish !!!  Show the data that proves this new Indian variant is more deadly !!!  STOP speculating and fear mongering  !!!  The behaviour of the media is utterly disgraceful.,2021-05-29T08:27:28Z
145,U mean New wuhan-virus-21,2021-05-29T07:58:39Z
146,More lies!,2021-05-29T07:16:48Z
147,Terrifying No Doubt,2021-05-29T06:27:06Z
148,"Why call it Indian variant? It was the Kent variant traveling to UK then returned back to UK, so it's Kent variant U turn! We never heard western media channels naming this virus as Wuhan virus?",2021-05-29T05:17:54Z
149,"Can someone  tell me, why babies and children are practically immune to this so, so ""dangerous"" virus??",2021-05-28T18:35:16Z
150,The U.K. is reactive and not proactive so did little to keep it out until it was too late.,2021-05-28T16:02:52Z
151,"this Indian Variant...
stay safe, everyone!",2021-05-28T14:35:48Z
152,Imagine a vaccine so safe you have to be bribed or threatened to take it for a disease so deadly you have to be contact traced then tested to know you have it.,2021-05-28T14:19:02Z
153,Damn china started all this. Now people are talking about other strains.,2021-05-28T11:15:41Z
154,"Naming a disease with a place where it come from is racist, but this standard was only applied when it come from China. It is ok to call UK variant, Indian Variant, South Africa variant..... what's next??",2021-05-28T10:49:49Z
155,If this virus is natural then it cant be made other variants.,2021-05-28T09:47:22Z
156,"Why have been a lot of Indians suffering from Covid_19?? Have they lost their minimum immunity by taking no exercises,all kinds of swallowing junk foods, swallowing and drinking all kinds of narcotics & wine, cutting of trees and filling up the atmosphere with polluted particles?????. No neighboring countries of India is as sufferer as like India.I request them to change theirs lifestyle in hygenic ways especially on Natural foods and fruits.",2021-05-28T09:16:08Z
157,is pfizer vaccine efective ?,2021-05-28T08:22:25Z
158,"A chinese talking about wuhan virus and brands Indian variant and UK variant. 
WHAT THE FAAK?",2021-05-28T08:02:08Z
159,British india history. This isn't new,2021-05-28T06:52:37Z
160,all countries that are ran by a right wing government are hit the hardest. US(Trump era) Brazil and India with right wing Modi in charge. let this be a lesson for elections,2021-05-28T06:48:37Z
161,Has anyone noticed how the rich and privileged aren't dying...,2021-05-28T05:23:14Z
162,Bored already.  I'd rather die than live without my freedom tbh,2021-05-28T05:21:51Z
163,"ॐ जय हनुमान శ్రీ హనుమాన్ 
BurnTheDeadBodies:
NeverBuryTheDeadBodies: 🔴 Burrying dead bodies (of COVID infected persons, or of other diseases) results in inviting various diseases & problems at a later date for the future generations. Burning such Dead Bodies (दहन कांड) is an urgent requirement. 🔴 Electric crematoriums are to be installed in all the countries, and in all the villages too. 🔴 శవాలను పుాడ్చి పెట్టితే, తదనంతరం బ్రతికిఉన్నవారికి జబ్బులు ఖాయం (ఆ తరువాత, ఫార్మా కంపెనీలకు పని ఎక్కువ)🔴.  ప్రజల ఆరోగ్యం నాశనం చేయకండి. శవాలను దహనం చేయండి (ఎలక్ట్రిక్ క్రెమటోరియమ్ లలో శవాలను కాల్చడము చేయాలి, అన్ని దేశములలో, అన్ని మతముల శవములకు).",2021-05-28T04:47:33Z
164,The 95% efficacy sounds great but it is an Absolute Reduction Rate of 1.1% - ARR.  1% of a million is 10k.  Why do they hide this data.  Cause for 1.1% Pfizer  and or 0.71% ARR for moderna who would get the shot?  Look it up.  The FDA was supposed to release the ARR data but hid it with Relative Reduction Rate 95 - 94 % efficacy is deceptive at best.  THE ARR is what you need to know for Informed Consent.,2021-05-28T02:17:25Z
165,Country Traveling is BANNED.,2021-05-28T02:12:22Z
166,This variant of corona is deadly,2021-05-28T01:45:24Z
167,Another wild fire again because again stupidity we already had one wild fire last year smh.,2021-05-28T01:41:57Z
168,"GROUND ALL INDIA PLANES
IN AND OUT BOUND !!!!",2021-05-28T00:17:49Z
169,What's sad is that no one tells us that the Indian variant is in the usa. If you look it up the Indian variant is here.,2021-05-27T23:25:19Z
170,"Hello. We already have 3 cases today here in Paraguay. (South america)
So really it travels indeed...",2021-05-27T22:52:49Z
171,"No worry.
Cow dung and urines can cure any disease. Indian are strong and India is rich.",2021-05-27T20:35:19Z
172,"Sad that India is being hit by this new variant and these world Goverments aren't stopping the flights. India will become a strong nation again when scientists get everybody to take these vaccines. R.I.P people who has died from this virus in Indian and India will beat this horrible virus that swept the entire world. 
This virus 100% man made!!!",2021-05-27T19:26:19Z
173,My state now has this and I think we are going to die 😨,2021-05-27T19:11:47Z
174,Great Britain about to find out.,2021-05-27T18:59:18Z
175,It's not chi*a virus but it is indian varient. Hypocrisy at best.,2021-05-27T17:37:47Z
176,Still no one has guts to even say that china is responsible for all of this.,2021-05-27T17:29:10Z
177,"what if I told you that ""Variants"" are made in labs and not passed by humans.",2021-05-27T17:07:51Z
178,"Yes well the people have to start suing the Australian govt , for opening up to these douple dipping imergrants ,they are well a where of the concerquences to the country ,plain and simple shut the boaders ( the biggest disability pension claimants) fkn india",2021-05-27T14:57:43Z
179,Modi variant,2021-05-27T14:54:59Z
180,You mean the Indian variant of the Chinese sickness?,2021-05-27T13:23:32Z
