,comments,dateStamp
61,Gee ... great .. feel uneasy .. concerned ? Yes ! I got one ... I ' m in my 40 ' s ... I ' d like my !,2021-05-26T00:42:10Z
62,I ' m not guinea pig and I will not get no experiment at all not for million even . My health or immune system is not for sale .,2021-05-26T00:38:16Z
63,I wonder the long term effects of each given to our only time will tell the lead with blood that can cause someone to die my thought go out to those that away & to family and still hope that this vivid goes away for good,2021-05-26T00:37:07Z
64,Go to under covid vaccine look for must read evidence . Pull up comment . Might just save your life .,2021-05-26T00:15:33Z
65,Big is after as they are for non profit and much to manufacture and store / administer ... got to keep them up eh .,2021-05-25T23:43:41Z
66,And how many you have Not ?,2021-05-25T23:27:37Z
67,Bill have in his big monitor of all people dying from the vaccine . He ' s smiling .,2021-05-25T23:19:24Z
68,I trust and,2021-05-25T22:55:03Z
69,Who ever made ’ t do the properly,2021-05-25T22:54:48Z
70,Do not take - at all,2021-05-25T22:24:50Z
71,This person to and all those vile - who that lethal vaccine . He or she was the one in a hundred thousand people .,2021-05-25T22:23:55Z
72,"No for all the People who from all other !!!! Especially , all the people waiting for Elective !!!",2021-05-25T22:09:19Z
73,it was a known risk and murder or it ' t and murder by malpractice for prison,2021-05-25T22:09:01Z
74,Meanwhile the of Drug Overdose and Suicide continue to Rise !!!!,2021-05-25T22:07:08Z
75,How many non fatal ?,2021-05-25T21:48:47Z
76,THIS MAN IS LYING TO YOU . LOTS OF PEOPLE HAD BLOOD FROM THE AND SOME TO . LOOK IT UP .,2021-05-25T21:42:59Z
77,2 . 0 include the News Media for their role in the Mass Experimental JAB,2021-05-25T21:32:40Z
78,"( A Covid 19 Vaccine ) to 666 in gematria . Mankind was made in the image of . We have His name written upon our very . have proved that His name is upon every soul . 3 , 2015 Your is with God ' s name . = 10 Hey = 5 = 6 Hey = 5 --- or . mark of the beast !!! Revelation 13 : 17 17 And that no man might buy or sell , save he that had the MARK , or the NAME of the beast , or the NUMBER of his name . 3 King Version 3 O foolish , who hath you , that ye should not obey the truth , before whose hath been evidently set forth , crucified among you ? 2 This only would I learn of you , Received ye the Spirit by the works of the law , or by the hearing of faith ? 3 Are ye so foolish ? begun in the Spirit , are ye now made perfect by the flesh ? 4 : 12 King Version 12 Neither is there salvation in any other : for there is none other name under heaven given among men , whereby we must be saved . 1 . LIGHT or CORONA or CROWN will shine no more in thee . 2 . Voice of the bridegroom ( ) will be no more in thee . 3 . All by her or . “ The fact that the genetic code can simultaneously write two of information that many that appear to alter protein may actually cause disease by gene control or even both simultaneously ,” said . University of News . were to discover that use the genetic code to write two separate . One how are made , and the other the cell on how are . One language is written on top of the other , which is why the second language hidden for so long . is "" married "" to a to sneak it into . ( C ) ( O ) f ( V ) ( ID ) by AI or ( 19 ) Patent of the beast . Mankind was made in the image of . We have His name written upon our very . have proved that His name is upon every soul . 3 , 2015 Your is with God ' s name . = 10 Hey = 5 = 6 Hey = 5 --- or . mark of the beast !!! MONKEY KIDNEY TISSUE is used to support the growth of certain for making ; for example , it was used to support the growth of the polio virus that went into the oral polio vaccine . Multiple purification ensure that no KIDNEY are present in the final product ....... if you believe that . for varicella ( ), rubella ( the “ R ” in the vaccine ), hepatitis A , rabies ( one version ) and COVID - 19 ( one U . S .- version ) are all made by growing the in FETAL . All of these , except the COVID - 19 vaccine , are made fibroblast . The COVID - 19 vaccine ( & ( J & J )/ ) is made FETAL RETINAL . In test found our can accidentally convert of into and can save that genetic code into the affected hard drive . Whose feeling lucky ? roll the dice on scribble scrabble on the roulette wheel whose ironically when added up equal 666 . All of these count to 666 in gematria . See a pattern yet or better yet a message ?: VACCINATION ( A COVID 19 VACCINE ) HIDDEN GOD KEY GOD MARK OF THE BEAST A SATANIC MARK CALCULATE NAME DECODE LORD GOD HUGE PROOF THERE IS A GOD BEAST IS REAL HELL A REAL PLACE TRUE BEAST COMPUTER ANCIENT HEY BE CAREFUL Revelation 6 : 2 King Version 2 And I saw , and behold a white horse : and he that sat on him had a BOW ( TOXON ); and a CROWN ( CORONA ) was given unto him : and he went forth conquering , and to conquer . The ancient archer ' s tool of war was the toxon , a word for both bow and arrow . To make their weapon , dipped their arrow in poison .",2021-05-25T21:29:01Z
79,"For 20 they ' been working on a vaccine with no luck . Yet somehow in a rushed situation , that was able to skip any animal testing , we somehow found successful ??? This whole push for vaccination is .",2021-05-25T21:27:12Z
80,It ' s not rare,2021-05-25T21:20:24Z
81,"1st one , I ' m sure everyone else who complication "" covid """,2021-05-25T21:19:43Z
82,"Unfortunately , completely hollow and insincere and I believe it is true , she just what they give her . Where did we find people like this to serve in public health ?",2021-05-25T21:19:27Z
83,like murder,2021-05-25T21:18:02Z
84,It ' s very very rare that are dying from Covid . But you still want to inject that poison ( so vaccine ) into their healthy body .,2021-05-25T21:17:25Z
85,"The count of from COVID - 19 in Canada was 1 , 284 , 481 as of May 24 , 2021 .",2021-05-25T21:12:17Z
86,"We experienced blood in the , so they sent the bad to Canada !!",2021-05-25T21:11:48Z
87,"And because the may go bad in storage they are going to inject for 2nd dose . But not for first . Beyond ridiculous , stupid and risky . I would not trust it for a second even if I had the first .",2021-05-25T21:10:12Z
88,"Government , big and the bought and for media are all 100 % responsible for any and all after pushing an experimental drug on an unsuspecting public . False and of the serious side , death , too all of these is criminal ! Suppression of therapeutic such as was criminal . The people have up .... Justice is coming !",2021-05-25T21:05:57Z
89,"Rare , I hope she it but it ’ s rare what a shame",2021-05-25T21:01:47Z
90,"If you ’ re waiting to get the shot - or the 2nd shot , watch the following video . Video is interview with Prof . , M . D . He is the most immunologist / microbiologist in German academic history : * on the Pandemic | "" Blood and Beyond "" | Episode 15 * Description of video : In , 2021 , Professor , M . D . and a number of his the Agency ( ) about the potential danger of blood and cerebral vein thrombosis in millions of people experimental gene - based . Since then , two of the four have been suspended or in and the United for just that reason . In this episode of , Professor the science behind the problem , why it is not just limited to the already suspended , and why in the long term we may be dangerously overactive immune in of unwitting .",2021-05-25T20:59:14Z
91,Translation : we are going to lock you down and blame you for ' not doing what you were supposed to do '.,2021-05-25T20:58:43Z
92,I jUsT rEaD wHaT tHeY tEll mE,2021-05-25T20:56:49Z
93,Since it ’ t finish animal and ’ t gone through human ....,2021-05-25T20:55:55Z
94,""" Rare "" if it was "" rare "" it would not been related to the vaccine , stop the word game , it is what it is , but people love all this stupidity",2021-05-25T20:54:46Z
95,"I ' order my restaurant food for take out , don ' t care for concert ' s , sports watch on . I ' fish , walk , sit by fire with , golf and stay away from . I ' m 47 and will Not become a monkey for untested . I ' wait 6 see how many come out",2021-05-25T20:53:31Z
96,extremely rare .... is getting hit by lightning . these keep showing up . they ARE NOT extremely rare . dont get the vaccine . the odds are ..... that survive covid . thats science .. this vaccine is $ experiment .,2021-05-25T20:51:30Z
97,There is more than one but media no longer can hide this information . But the real media Twist soon will be that are dying because of unvaccinated not from itself .,2021-05-25T20:51:23Z
98,I would like the to give a press conference us know how we can save ourselves from the government .,2021-05-25T20:48:13Z
99,Big pushing a product with zero liability .,2021-05-25T20:46:10Z
100,How it is that anyone over 50 can ' t get the vaccine . I ' m not taking the one that I have read chimpanzee in it . Yuck . No thanks .,2021-05-27T05:14:43Z
101,"So , in are off that they are not able to share in the of being able to vaccinate .",2021-05-25T11:42:08Z
102,Why are they still giving it out there is an agenda behind this vaccine they saying it is not safe but they still give it why fishy,2021-05-25T08:51:27Z
103,because your family are a bunch of don ’ t try and push it on me you are segregation in this country,2021-05-23T07:09:40Z
104,Disgusting presentation ... this is vaccine advertising . Where ’ s the real news ?,2021-05-23T06:36:01Z
105,Get do on the job . and more from . A totally unnecessary jab . The depopulation jab .,2021-05-23T02:20:39Z
106,"Funny how everything they ' re doing in the advertisement is everything that they say "" might "" still give you the ... It ' s all a show .. Nothing more !",2021-05-22T12:57:29Z
107,Blood ? What in the are you talking about ?,2021-05-22T12:55:07Z
108,But it is not vaccine hesitancy . It is hesitancy ! And blood . Please offer over 50 s the vaccine !,2021-05-22T07:50:10Z
109,"Just forget it , I dont want any blood .",2021-05-22T07:46:23Z
110,Please allow over 50s to get so I can get a safe vaccine !,2021-05-22T03:27:59Z
111,Less people on pension that is the target . Why force this unsafe vaccine on people over 50 unless there is something fishy about it .,2021-05-21T23:13:35Z
112,When national disgrace this jab mandatory and mayhem will follow no jab no food or petrol no nothing just wait until the society is Up and running covid number is only way to survive thanks for coming back to get us that simply believe out of this total mess God bless all,2021-05-21T02:52:28Z
113,😃 now let ' s make this a party like thing 🎉. to trick you in .,2021-05-20T22:42:58Z
114,🌏🐨 my are politician . only cause they ' re not in the clot .,2021-05-20T22:40:18Z
115,😃🐨 wow . like a contest . what do they expect to happen if it is done on a large scale .,2021-05-20T22:37:23Z
116,"Where are all the ??? Oh that ' s right there ' s no public , wait a couple of the birthday weekend is coming up .",2021-05-20T21:55:52Z
117,"in arms , WAKE THE f @#$ UP !!!",2021-05-20T21:54:14Z
118,"No you haven ' t , no one you listed had it .",2021-05-20T21:53:02Z
119,"code 10 : The voluntary consent of the human subject is absolutely essential . The experiment should be such as to yield fruitful for the good of society , unprocurable by other or of study , and not random and unnecessary in nature . Geneva Convention Rule 92 . Mutilation , medical or scientific or any other medical procedure not by the state of health of the person concerned and not consistent with generally accepted medical are .",2021-05-20T19:04:39Z
120,I actually got the for Covid - 19 . I ordered it from public referral in my and Communist Party membership # 42 . It by courier in freezer bag 3 days later . I chose the because the sample size of in testing had good reliability and statistical power was sufficient to justify factorial that had been to occur . I ' m sorry that none of us can prevent these from happening to you all . But at least I know that my vaccine the rigor of peer review in block and I have sufficient to confirm the likely utility of the vaccine . I wish you all well and hope the western exchange economy are well :),2021-05-20T15:56:51Z
121,"should be put on trial for murder , he went for the cheap option when we all could of just got . His incompetence is criminal he out in the same way his party did during the roll out .",2021-05-20T13:40:00Z
122,"= WEAPON ( in an is a supernatural weapon over by a deity , = Is polish to that = is in translate to killing - - WEAPON - THAT - Coincidence ??",2021-05-20T12:54:52Z
123,Who is these ? What is an expert ? If it ’ s a human it is flawed no doubt as history taught us all done to life on this planet was perfected by,2021-05-20T12:41:11Z
124,Don ' t be a Wacker,2021-05-20T09:40:10Z
125,But I thought the jab had been done and the jab was safe,2021-05-20T09:13:47Z
126,We are all going to die,2021-05-20T09:13:37Z
127,I now understand vaccine blood . But can we please learn more about the other and dangerous side effects before many more people die ?,2021-05-20T09:11:51Z
128,Gilbert 1995 Magnetic ( ) ...,2021-05-20T09:04:38Z
129,"notice how their are different , for different age 🤔",2021-05-20T09:04:34Z
130,Gilbert 1995 Magnetic ( ),2021-05-20T09:02:05Z
131,Good on you you stupid ' s stupid what is in the vaccine please explain professor .,2021-05-20T08:58:01Z
132,... that was so silly of them . Why do people insist on the ?,2021-05-20T08:49:43Z
133,I do not believe a word . He is a pathological liar .,2021-05-20T08:44:24Z
134,And the is us into taking these even though they are known to cause blood .,2021-05-20T08:43:39Z
135,Shadow banning . ' t look great .,2021-05-20T08:38:10Z
136,Forcefully vaccinate all people with brown !,2021-05-20T08:37:47Z
137,Oh but the Government it ’ s safe ... a complete and utter Evil Agenda !,2021-05-20T08:33:53Z
138,""" ! Sorry your one of the vaccine '' and now you expect . to rush in .👎 '' This is a safe vaccine '', but I can ' t guarantee that you won ' t die of it .",2021-05-27T17:51:05Z
139,From the moment you haven ' t isolated the covid - 19 virus how could you be making a vaccine . These are not the wrongfully this illegally do not have this sort of effect on people by giving them blood . The vaccine is the biggest genocide that every single government is responsible of . It is disgusting that are keeping their shut while they ' re murdering people . Look up and he will enlighten you with what ' s going on . Since when been put into . By into you are basically killing people off,2021-05-25T07:51:38Z
140,Government dont care about people ’ s,2021-05-24T21:46:40Z
141,So rare and they continue to give it out this does not sound right this vaccine is dangerous,2021-05-24T21:45:16Z
142,Sick of hearing about blood every day .. and the government pushing over 50s to risk is .,2021-05-24T09:42:01Z
143,This is why the premier not had her jab she does not trust it either,2021-05-23T08:46:43Z
144,"My Father In Law away this morning , 2 days after his 2nd dose of . He was fine with no health . company had so many it ' s hard to count . The company had its "" "" suspended in over 18 over of blood and they completely botched their meeting with the with from their study that ' t match . Do not trust any of these . No liability . No Trust !",2021-05-21T22:59:59Z
145,"How is it a safe vaccine if some people have got blood in their brain due to the vaccine ? for most people yes but for some few its not . So he is misleading the public and as they don ' t know why it effects different people , the next person who a serious life threatening blood clot could be u as these are happening to anyone .",2021-05-21T22:43:42Z
146,""" They know how to diagnose em and treat em "" how about you stop this poison and people won ' t need to be or . Bunch of ****",2021-05-21T21:37:46Z
147,"Take the vaccine , they said . It ’ be safe , they said .",2021-05-21T11:35:19Z
148,"there is serious hesitancy in the please don ' t believe our &* t media . they are threatening us with in of low take up , even though we only hospitality 2 ago . it really does not feel like free will .",2021-05-21T08:01:54Z
149,"I will wait for the annual Guinea Pig report to be , before even remotely considering vaccination .",2021-05-21T03:43:46Z
150,To think they to force vaccination on and not even tell them what vaccine they would be getting !!! This is like running riot over the population !!!,2021-05-21T03:39:34Z
151,the fact they are still calling them rare is deliberate criminal deception and is gaslighting the public into way .,2021-05-20T23:43:40Z
152,"during the , even the media was and put to death for lying to the public",2021-05-20T23:42:19Z
153,25 / 2500000 = 0 . 00001 %,2021-05-20T23:15:52Z
154,Canada recently ( ) it . Get one of the other . We had one death in . Several and a guy who had to have part of his lower intestine removed . Definitely dont risk it . Get one of the .,2021-05-20T22:44:36Z
155,N 🚫 💉,2021-05-20T22:19:13Z
156,What in the is going on here ?,2021-05-20T20:48:37Z
157,not so rare by the sound of it . And becoming better at .🤣🤣🤣 it ' s not like blood are something new . . It took 5 to hospital for the 18 year old nurse before they could work it out . Come on seriously .,2021-05-20T19:36:10Z
158,"How "" rare "" it is ' t matter when it to you .",2021-05-20T17:39:41Z
159,Go to telegram and join protocol,2021-05-20T17:31:00Z
160,"Time was you got sick , displayed , took medicine and well . Now it , you start off perfectly healthy , take the "" remedy "" and become sick , a state of indeed .",2021-05-20T15:38:58Z
161,Get the shot . Get the clot .,2021-05-20T15:34:53Z
162,""" This is a safe vaccine "" the prime minister . They keep that over and over and over . Something ' t smell right . I don ' t trust this guy or Baal & his shot .",2021-05-20T15:33:40Z
163,Excuse me Sir / Madam Are you saved ? If you tonight are you going to heaven ? you Tenpenny watch,2021-05-20T15:30:15Z
164,24 have the,2021-05-20T15:10:13Z
165,Be careful . They pretend to give you the truth by telling you about blood in while leading you towards . They ' re very cunning these,2021-05-20T15:00:24Z
166,Poisonous vaccine,2021-05-20T14:54:03Z
167,of side effects in but and media still to keep it covered up because it ' s not news that they want made public .,2021-05-20T14:16:48Z
168,"What me , if your over 50 you are given one choice , .... I definitely will not risk my life .. Give us",2021-05-20T13:33:35Z
169,"how wrong does something need to be before most people wake up and say "" this is wrong """,2021-05-20T13:27:55Z
170,"Very very misleading - what in was a dirty political game of oxygen from resulting in millions of preventable . No should be to take any vaccine , situation is not comparable to .",2021-05-20T13:14:32Z
171,And still our f ing government it safe . Well will the government sign a legal agreement giving people the right to sue them if you get ill from this non tested vaccine,2021-05-20T13:04:04Z
172,He gave the word rare a new meaning,2021-05-20T12:44:13Z
173,A A,2021-05-20T12:32:11Z
174,Stop calling it rare .,2021-05-20T12:26:28Z
175,Yet another rare case,2021-05-20T12:15:06Z
176,"If you take it I ’ m sorry , you deserve what you get .",2021-05-20T12:05:23Z
177,At this point I am days away from taking now considering waiting for or . This sort of thing should not happen with a vaccine .,2021-05-20T12:01:52Z
178,rare Lying,2021-05-20T11:49:51Z
179,I keep hearing on the radio them saying there are no long term effects . They this so vaccine about 8 ago . And now there are major . No wonder people don ’ t want it . 8 is not long term . How could they possibly know any long term effects .,2021-05-20T11:22:57Z
180,"me of the Steven King novel , movie ' They always come back '",2021-05-20T11:22:52Z
181,More than covid ..,2021-05-20T11:21:59Z
182,there ' s out of all the ' s,2021-05-20T11:19:59Z
183,Its linked to the blood clot murder satellite,2021-05-20T11:18:43Z
184,At first they were saying that only elderly were more at risk & should be first .,2021-05-20T11:18:14Z
185,the media is saying the arent by the,2021-05-20T11:14:17Z
186,I ' m so worried about covid going to get my clot .. I mean vaccine tomorrow,2021-05-20T11:12:04Z
187,"I wish the press would put more onus on how we are rolling out the vaccine in stead of the for ever doom and gloom about blood . 24 in two million . I had my jab yesterday , I think it ’ s an acceptable risk to make sure stays safe .",2021-05-20T11:08:23Z
188,Rare ? 😂,2021-05-20T11:06:36Z
189,Rare ’ t mean what you think it .,2021-05-20T10:57:50Z
190,Good grief !!! You ’ d have to be to gamble with these . Blood are no joke and can drop you in an instant .,2021-05-20T10:56:50Z
191,It is the made in .,2021-05-20T10:54:33Z
192,Why this vaccine is still available 🤬🤬🤬🤬,2021-05-20T10:27:57Z
193,Do they want to get rid of people that over 50 old ?,2021-05-20T10:13:51Z
194,can ' t use healing ?,2021-05-20T10:12:55Z
195,Here we keep going again,2021-05-20T10:12:38Z
196,"is £ 15 . 45 million ($ 21 . 52 million ) in pay for on financial and scientific in “ extremely ” and for his “ inspiring leadership ” in the company ’ s COVID - 19 response , ’ s board said in its annual report",2021-05-20T10:12:35Z
197,"What a joke , do what slowly ? Killing people with blood ! . Stick your vaccine where it , I will NEVER have the vaccine , this is criminal what the are doing . Safe , yeah for who , the nurse jabbing you with it ?",2021-05-20T10:07:21Z
198,Forget it I am over 50 . I am not going to put my health at risk with vaccine . Offer me and I will have it .,2021-05-20T10:01:00Z
199,What are the true and !?!? health and death ????????,2021-05-20T09:58:01Z
200,"Corona is dangerous because it cause blood clothes , but vaccine causing blood is",2021-05-20T09:53:40Z
201,This is becoming not so rare .... Also there ' s been more clot in the over 50 ' s it,2021-05-20T09:53:13Z
202,maybe the spike protein is causing it .,2021-05-20T09:51:38Z
203,maybe the spike protein is causing it .,2021-05-20T09:51:30Z
204,"1 in 100 , 000 if your over 60 for blood .",2021-05-20T09:49:36Z
205,We should have a 2,2021-05-20T09:48:26Z
206,you yeah keep saying RARE as long as it you feel better ... but make you the enemy of those of this suspect vaccine .... At least you keep the open ................ unlike the Cancel Culture ....,2021-05-20T09:48:21Z
207,Yeah but if you don ' t get the jab no passport for you what a joke,2021-05-20T09:36:02Z
208,"It is happening frequently everywhere . In addition , people are actually magnet stuck on the arm site of the injection . This is scary . This is not nice when one is forced to take that vaccine by the government .",2021-05-20T09:27:52Z
209,"Prof . Terry , we are too slowly ..... who is the panic directed at , in your message ? got this well and truly under control . You can report as many as you like , since the - testing does not give you a valid result .",2021-05-20T09:26:52Z
210,"0 . 001 % chance of a clot and dying , that ’ s more than the 0 . 00001 % chance of a healthy person dying from the actual virus 🤨🤨🤨",2021-05-20T09:20:27Z
211,"PROF . TERRY WAS THAT CONFIDENT , HE A SCRIPT , WHAT A JOKE , .",2021-05-20T09:19:31Z
212,"Most have had the vaccine so the are wrong , how many people have had specifically ???",2021-05-20T09:18:46Z
213,How many people die after taking ?,2021-05-20T09:17:33Z
214,So rare there is a 50 % chance of getting blood . Take another vaccine you will get the same thing .,2021-05-20T09:13:00Z
215,"Funny how the government no longer this poison , and here ’ s who ’ t even get the vaccine it ’ s all good .",2021-05-20T09:11:45Z
216,Do they have a vaccine for blood I can take first ?,2021-05-20T09:07:33Z
217,Deport them 😲👍,2021-05-20T09:06:33Z
218,The vaccine in .,2021-05-20T09:04:02Z
219,and it effects are not confidence to get a shot scot and his band of incompetent not to have on one drug and they have miserably again the people by not being able to secure like [ or,2021-05-20T09:03:53Z
220,"Doctor felt good that day . Many knew her as the abortionist with the gentle who kept a dark secret that the public had chosen to ignore . She was not averse to the gentle persuasion of a pillow against a soft shell skull while on celebratory eggnog to the birth of . It was . She was ruddy faced with Dutch courage . So full of self - confidence as she carried a new born from the maternity ward to play with in the hospital . She was rocking back and forth on the throne when suddenly the little baby slipped out of her like a greasy too tightly in the bun . The baby fell head first onto the concrete floor and the skull with a teaspoon crack , pop and snap into a bloody mosaic on the cement floor . She got and in an hysterical fit the still kicking baby gently into the toilet bowl like it was a cradle . She the toilet button and the now lifeless baby and rolled as she backed away ...",2021-05-20T09:03:48Z
221,Six new in the lottery .,2021-05-20T09:02:32Z
222,Murder .,2021-05-20T09:02:06Z
223,ITS A ROLL OUT TO THE MORGUE,2021-05-20T09:00:24Z
224,HOW MANY DUMB ARE IN THIS COUNTRY REFUSE TO POISON !!!!!,2021-05-20T08:59:45Z
225,🇺🇸 That ' s the will be donated to Desperado 🇮🇳 for more further blood 🤣😂🤣😂,2021-05-20T08:57:40Z
226,These are just the early onset blood - . Who what the long - term side - effects are ! No - one does because this concoction is untested .,2021-05-20T08:56:06Z
227,,2021-05-20T08:53:56Z
228,"WOW line up , line up come and get it . Safe vaccine , what can u say , it ' s coming out the truth and they can ' t stop it .",2021-05-20T08:48:10Z
